Index,AlbumName,Artist,Explicit,Genre,TrackCount
2612,Artist,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,11
2613,The Bigger Artist,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,15
2614,TBA - EP,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,6
2615,Bag on Me - Single,A Boogie wit da Hoodie & Don Q,explicit,Hip-Hop/Rap,1
2616,Hoodie SZN,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,20
2617,The Bigger Artist,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,15
2618,International Artist,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,8
2619,Bando - Single,Don Q & A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2620,Not a Regular Person - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2621,My S**t - Single,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2622,Mood Swings - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2623,Proud of Me Now (feat. Lil Bibby) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2624,TBA - EP,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,6
2625,KEKE - Single,"6ix9ine, Fetty Wap & A Boogie wit da Hoodie",explicit,Hip-Hop/Rap,1
2626,Odee - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2627,International Artist,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,8
2628,Bag on Me - Single,A Boogie wit da Hoodie & Don Q,cleaned,Hip-Hop/Rap,1
2629,Not a Regular Person - Single,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2630,Best Friend (feat. Tory Lanez) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2631,Mood Swings - Single,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2632,Right Moves - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2633,Look Back at It (Tiesto and SWACQ Remix) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2634,Odee - Single,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2635,Look Back at It (feat. PARK WOO JIN) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2636,Look Back at It (feat. Capo Plaza) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2637,Look Back at It (feat. Olexesh) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2638,Right Moves - Single,A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2639,"Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black) - Single",Chris Brown,explicit,R&B/Soul,1
2640,Right Back (feat. A Boogie wit da Hoodie) - Single,Khalid,notExplicit,R&B/Soul,1
2641,Bando - Single,Don Q & A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2642,"Thot Box (feat. Meek Mill, 2 Chainz, YBN Nahmir, A Boogie wit da Hoodie & Tyga) - Single",Hitmaka,explicit,Hip-Hop/Rap,1
2643,Yeah Yeah (feat. 50 Cent and Murda Beatz) - Single,Don Q & A Boogie wit da Hoodie,cleaned,Hip-Hop/Rap,1
2644,"Pills & Automobiles (feat. Yo Gotti, A Boogie wit da Hoodie & Kodak Black) - Single",Chris Brown,cleaned,R&B/Soul,1
2645,Goddamn (feat. A Boogie wit da Hoodie) - Single,Tyga,explicit,Hip-Hop/Rap,1
2646,Lips Don't Lie (feat. A Boogie wit da Hoodie) - Single,Ally Brooke,notExplicit,Pop,1
2647,Company (feat. A Boogie wit da Hoodie) - Single,Remy Ma,explicit,Hip-Hop/Rap,1
2648,Swervin (feat. Veysel) - Single,A Boogie wit da Hoodie,explicit,Hip-Hop/Rap,1
2649,CRZY (Remix) [feat. A Boogie Wit Da Hoodie] - Single,Kehlani,explicit,R&B/Soul,1
2650,Big Rich Town (Power Remix) [feat. Trey Songz & a Boogie wit da Hoodie] - Single,50 Cent,explicit,Hip-Hop/Rap,1
2651,fast (Remix) [feat. Offset & a Boogie Wit da Hoodie] - Single,Sueco the Child,explicit,Hip-Hop/Rap,1
2652,FRIENDS (A Boogie wit da Hoodie Remix) - Single,Marshmello & Anne-Marie,explicit,Pop,1
2653,GG (Remix) [feat. A Boogie wit da Hoodie] - Single,YoungBoy Never Broke Again,explicit,Hip-Hop/Rap,1
2654,Goddamn (feat. A Boogie wit da Hoodie) - Single,Tyga,cleaned,Hip-Hop/Rap,1
2655,SZNS (feat. A Boogie wit da Hoodie) - Single,Dinah Jane,explicit,R&B/Soul,1
2656,Big Rich Town (Power Remix) [feat. Trey Songz & A Boogie wit da Hoodie] - Single,50 Cent,cleaned,Hip-Hop/Rap,1
2657,Lips Don't Lie (feat. A Boogie wit da Hoodie) [R3HAB Remix] - Single,Ally Brooke,notExplicit,Dance,1
2658,The Get Back (feat. A Boogie wit da Hoodie) - Single,Juelz Santana,explicit,Hip-Hop/Rap,1
2659,So Cold (feat. A Boogie wit da Hoodie) - Single,Max B,explicit,Hip-Hop,1
2660,CRZY (Remix) [feat. A Boogie Wit Da Hoodie] - Single,Kehlani,cleaned,R&B/Soul,1
2661,Drip Harder,Lil Baby & Gunna,explicit,Hip-Hop/Rap,13
2662,Drip or Drown 2,Gunna,explicit,Hip-Hop/Rap,16
2663,Drip Harder,Lil Baby & Gunna,cleaned,Hip-Hop/Rap,13
2664,Drip Season 3 (Deluxe),Gunna,explicit,Hip-Hop/Rap,17
2665,Drip or Drown 2,Gunna,cleaned,Hip-Hop/Rap,16
2666,Sold Out Dates (feat. Lil Baby) - Single,Gunna,explicit,Hip-Hop/Rap,1
2667,Drip Season 2,Gunna,explicit,Hip-Hop/Rap,16
2668,Drip or Drown,Gunna,explicit,Hip-Hop/Rap,7
2669,Order - Single,"TM88, Southside & Gunna",explicit,Hip-Hop/Rap,1
2670,Codes da Mixtape,Gunna,explicit,Hip-Hop/Rap,9
2671,10 Summers,Gunna,explicit,Hip-Hop/Rap,16
2672,Drip Season,Gunna,explicit,Hip-Hop/Rap,10
2673,They're All Gonna Laugh at You!,Adam Sandler,explicit,Comedy,22
2674,Mind On a Milli (feat. HoodRich Pablo Juan) - Single,Gunna,explicit,Hip-Hop/Rap,1
2675,Easter Pink - Single,Yung Bans & Gunna,explicit,Hip-Hop/Rap,1
2676,A Change Is Gonna Come,Leela James,notExplicit,R&B/Soul,19
2677,My Slime - Single,Billionaire Burke & Gunna,explicit,Hip-Hop/Rap,1
2678,Blessings or Homicide,Gunna,explicit,Hip-Hop/Rap,14
2679,Are You Gonna Kiss Me Or Not - Single,Thompson Square,notExplicit,Country,1
2680,Drip Season 3,Gunna,explicit,Hip-Hop/Rap,14
2681,Gonna Take a Miracle: The Best of Deniece Williams,Deniece Williams,notExplicit,R&B/Soul,16
2682,"Gonna Make You Sweat (feat. David Cole, Freedom Williams & Zelma Davis)",C+C Music Factory,notExplicit,Dance,11
2683,This Is Gonna Hurt,Sixx:A.M.,notExplicit,Hard Rock,11
2684,You're Gonna Miss It All,Modern Baseball,explicit,Alternative,12
2685,People Gonna Talk,James Hunter,notExplicit,Pop,14
2686,Are You Gonna Go My Way,Lenny Kravitz,notExplicit,Rock,11
2687,I'm Gonna Be (500 Miles) - Single,Sleeping At Last,notExplicit,Rock,1
2688,A Change Is Gonna Come - EP,Sam Cooke,notExplicit,R&B/Soul,5
2689,Ellen DeGeneres' I'm Gonna Make You Dance Jams,Various Artists,cleaned,Pop,13
2690,Gonna Take a Miracle,Laura Nyro & LaBelle,notExplicit,Pop,14
2691,Real Life No Fantasy,Gunna,explicit,Hip-Hop/Rap,19
2692,A.V.E.,Gunna,explicit,Hip-Hop/Rap,10
2693,We're All Gonna Die,Dawes,notExplicit,Alternative,10
2694,(I'm Gonna) Party Like a Rockstar - EP,JTX,notExplicit,Pop,3
2695,Never Gonna Die,Pennywise,notExplicit,Rock,14
2696,You're Gonna Get It,Tom Petty & The Heartbreakers,notExplicit,Rock,10
2697,Are You Gonna Eat That? (Deluxe Edition),Hail Mary Mallon,explicit,Hip-Hop/Rap,14
2698,Nothing's Gonna Change My Love for You,Glenn Medeiros,notExplicit,Pop,11
2699,Like I'm Gonna Lose You - Single,Jasmine Thompson,notExplicit,Pop,1
2700,Whatcha Gonna Do,Jayo Felony,explicit,Hip-Hop/Rap,18
2701,Cups (You're Gonna Miss Me When I'm Gone) [Workout Mix] - Single,Amanda Blue,notExplicit,Fitness & Workout,2
2702,Love You Like I'm Gonna Lose You - Single,Megan Taylor's Winter,notExplicit,Singer/Songwriter,3
2703,Chicago Christmas: What's It Gonna Be Santa,Chicago,notExplicit,Holiday,20
2704,Are You Gonna Be My Girl - EP,Jet,notExplicit,Rock,5
2705,Expectations,Bebe Rexha,explicit,Pop,14
2706,"All Your Fault, Pt. 2 - EP",Bebe Rexha,explicit,Pop,6
2707,In the Name of Love - Single,Martin Garrix & Bebe Rexha,notExplicit,Dance,1
2708,"All Your Fault, Pt. 1 - EP",Bebe Rexha,explicit,Pop,6
2709,I Don't Wanna Grow Up - EP,Bebe Rexha,explicit,Pop,5
2710,No Broken Hearts (feat. Nicki Minaj) - Single,Bebe Rexha,explicit,Pop,1
2711,Last Hurrah - Single,Bebe Rexha,notExplicit,Pop,1
2712,I Can't Stop Drinking About You (Remix) - EP,Bebe Rexha,explicit,Pop,5
2713,Meant to Be (Live from CMA Fest 2018) - Single,Florida Georgia Line & Bebe Rexha,notExplicit,Country,1
2714,No Broken Hearts (feat. Nicki Minaj) - Single,Bebe Rexha,cleaned,Pop,1
2715,Not 20 Anymore - Single,Bebe Rexha,notExplicit,Pop,1
2716,Push Back - Single,"Ne-Yo, Bebe Rexha & Stefflon Don",notExplicit,R&B/Soul,1
2717,Gone - Single,Bebe Rexha,notExplicit,Pop,1
2718,"Me, Myself & I (Viceroy Remix) - Single",G-Eazy & Bebe Rexha,explicit,Hip-Hop/Rap,1
2719,Meant to Be (Acoustic) - Single,Bebe Rexha,notExplicit,Pop,1
2720,Call You Mine (The Remixes) - EP,The Chainsmokers & Bebe Rexha,notExplicit,Dance,6
2721,In the Name of Love (Remixes) - Single,Martin Garrix & Bebe Rexha,notExplicit,Dance,3
2722,All Your Fault: Pt. 1 - EP,Bebe Rexha,cleaned,Pop,6
2723,Can't Stop Drinking About You - Single,Otto Knows & Bebe Rexha,notExplicit,Electronic,2
2724,I Got You: The Remixes - EP,Bebe Rexha,notExplicit,Pop,4
2725,"Me, Myself & I (Marc Stout & Scott Svejda Remix) - Single",G-Eazy & Bebe Rexha,explicit,Hip-Hop/Rap,1
2726,No Broken Hearts (feat. Nicki Minaj) [The Remixes] - Single,Bebe Rexha,explicit,Pop,3
2727,The Way I Are (Dance With Somebody) [DallasK Remix] - Single,Bebe Rexha,notExplicit,Pop,1
2728,Harder (KC Lights Remix) - Single,Jax Jones & Bebe Rexha,notExplicit,Dance,2
2729,Last Hurrah (David Guetta Remix) - Single,Bebe Rexha,notExplicit,Pop,1
2730,Last Hurrah (Acoustic) - Single,Bebe Rexha,notExplicit,Pop,1
2731,I Got You (Acoustic Version) - Single,Bebe Rexha,notExplicit,Pop,1
2732,Count on Christmas - Single,Bebe Rexha,notExplicit,Holiday,1
2733,I'm a Mess (Acoustic) - Single,Bebe Rexha,notExplicit,Pop,1
2734,I'm a Mess (Remixes) - Single,Bebe Rexha,notExplicit,Pop,3
2735,Back to You (feat. Bebe Rexha & Digital Farm Animals) - Single,Louis Tomlinson,explicit,Pop,1
2736,That's How You Know (feat. Kid Ink & Bebe Rexha) - Single,Nico & Vinz,explicit,Pop,1
2737,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Remixes] - EP",David Guetta,notExplicit,Dance,7
2738,Take Me Home Remixes (feat. Bebe Rexha) - EP,Cash Cash,notExplicit,Dance,5
2739,Call You Mine - Single,The Chainsmokers & Bebe Rexha,notExplicit,Dance,1
2740,Take Me Home (feat. Bebe Rexha) [Acoustic] - Single,Cash Cash,notExplicit,Dance,1
2741,Say My Name (feat. Bebe Rexha & J Balvin) [Lucas & Steve Remix] - Single,David Guetta,notExplicit,Dance,2
2742,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) [Steve Aoki Remix] - Single",Rita Ora,notExplicit,Dance,1
2743,Say My Name (feat. Bebe Rexha & J Balvin) [Afrojack & Chasner Remix] - Single,David Guetta,notExplicit,Dance,1
2744,All the Way (feat. Bebe Rexha) - Single,Reykon,notExplicit,Hip-Hop/Rap,1
2745,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX) [Martin Jensen Remix] - Single",Rita Ora,notExplicit,Dance,1
2746,That's How You Know (feat. Kid Ink & Bebe Rexha) [HEYHEY Remixes] - Single,Nico & Vinz,explicit,Pop,2
2747,That's How You Know (feat. Kid Ink & Bebe Rexha) [Remixes] - Single,Nico & Vinz,cleaned,Pop,2
2748,Bebe Rexha - Single,Royal Sadness,notExplicit,Techno,1
2749,Back to You (feat. Bebe Rexha & Digital Farm Animals) [Digital Farm Animals and Louis Tomlinson Remix] - Single,Louis Tomlinson,explicit,Pop,1
2750,Say My Name (feat. Bebe Rexha & J Balvin) [Sidney Samson Remix] - Single,David Guetta,notExplicit,Dance,2
2751,Meant to Be (Originally Performed by Bebe Rexha & Florida Georgia Line) [Karaoke Version] - Single,DJ Cover That,notExplicit,Pop,1
2752,Me Myself & I (Frool Unofficial Remix) [G-Eazy & Bebe Rexha] - Single,Frool,explicit,House,1
2753,Me Myself & I (Hatrix & DJ Präyne Unofficial Remix) [G-Eazy & Bebe Rexha] - Single,Hatrix,explicit,House,1
2754,"Me, Myself & I (HYTYD Unofficial Remix) [G-Eazy & Bebe Rexha] - Single",HYTYD,notExplicit,Downtempo,1
2755,Riser,Dierks Bentley,notExplicit,Country,12
2756,Black,Dierks Bentley,notExplicit,Country,13
2757,The Mountain,Dierks Bentley,notExplicit,Country,13
2758,Home,Dierks Bentley,notExplicit,Country,12
2759,Long Trip Alone,Dierks Bentley,notExplicit,Country,11
2760,Greatest Hits / Every Mile a Memory 2003-2008,Dierks Bentley,notExplicit,Country,19
2761,Up On the Ridge,Dierks Bentley,notExplicit,Country,13
2762,Feel That Fire,Dierks Bentley,notExplicit,Country,15
2763,Dierks Bentley,Dierks Bentley,notExplicit,Country,13
2764,Modern Day Drifter,Dierks Bentley,notExplicit,Country,11
2765,Country & Cold Cans - EP,Dierks Bentley,notExplicit,Country,5
2766,Live Session - EP,Dierks Bentley,notExplicit,Country,4
2767,iTunes: Live from SoHo - EP,Dierks Bentley,notExplicit,Country,6
2768,I Wanna Make You Close Your Eyes (Acoustic Version) - Single,Dierks Bentley,notExplicit,Country,1
2769,Pickin' On Dierks Bentley: A Bluegrass Tribute,Pickin' On Series,notExplicit,Bluegrass,12
2770,Miles of Memories: Pickin' On Dierks Bentley,Pickin' On Series,notExplicit,Country,12
2771,Mr. Bojangles (feat. Keith Urban & Dierks Bentley) - Single,Nitty Gritty Dirt Band,notExplicit,Country,1
2772,Different For Girls – Beatcrushing to Dierks Bentley - Single,Remix & Repent,notExplicit,Pop,3
2773,Different For Girls – A Chilled Dierks Bentley Cover - Single,Fireside Chat,notExplicit,Country,3
2774,Come A Little Closer (Originally Performed by Dierks Bentley) [Backing Track and Demo] - Single,Backing Traxx,notExplicit,Country,2
2775,Burning Man (feat. Hunter Dierks) - Single,Cole Bentley,notExplicit,Country,1
2776,Laps Around the Sun,Chris Lane,notExplicit,Country,14
2777,Girl Problems,Chris Lane,notExplicit,Country,12
2778,Broken Windshield View - Single,Chris Lane,notExplicit,Country,1
2779,"Big, Big Plans - Single",Chris Lane,notExplicit,Country,1
2780,Girl Problems (Acoustic),Chris Lane,notExplicit,Country,12
2781,Take Back Home Girl (feat. Tori Kelly) - Acoustic - Single,Chris Lane,notExplicit,Country,1
2782,Fix (Live Acoustic) - Single,Chris Lane,notExplicit,Country,1
2783,Drinkin' Games - Single,Chris Lane,notExplicit,Country,1
2784,Stolen Car - Single,Chris Lane,notExplicit,Country,1
2785,Cool - Single,Chris Lane,notExplicit,Country,1
2786,One Girl - Single,Chris Lane,notExplicit,Country,1
2787,Let Me Love You (Acoustic) - Single,Chris Lane,notExplicit,Country,1
2788,Merry Christmas Baby,Chris Lane,notExplicit,Christmas,14
2789,Let's Ride,Chris Lane Band,notExplicit,Country,11
2790,Bring It Neat,Chris Lane,notExplicit,Alternative Folk,14
2791,Apple Blossom Lane,Chris Webster & Nina Gerber,notExplicit,Alternative Folk,11
2792,Sweet Palmwine - Single,Chris Lane,notExplicit,World,1
2793,All I Ever Needed - Single,Chris Lane Band,notExplicit,Country,1
2794,No War When the Fish R' Bitin' - Single,Chris Lane,notExplicit,Blues,1
2795,Sweetness - Single,Chris Lane,notExplicit,New Age,1
2796,Charged - Single,Chris Lane,notExplicit,Dance,1
2797,Ghostwriter - Single,Chris Lane,explicit,Hip-Hop/Rap,1
2798,The Colors of the Heart - Single,Chris Lane,notExplicit,New Age,1
2799,Let Me Play - Single,Chris Lane,notExplicit,Alternative,1
2800,Krumville - Single,Chris Lane,notExplicit,Blues,1
2801,...die andere Seite,Chris Lane,notExplicit,Pop,9
2802,Constant,Chris Lane,notExplicit,Pop,9
2803,A Rumble - Single,Chris Lane,notExplicit,Dance,1
2804,2 Days - Single,Chris Lane,notExplicit,Blues,1
2805,The Gospel According to Lane - Single,Chris Hennessee,notExplicit,Country,1
2806,Ride My Lane (feat. Chris Y) - Single,Kali-D,notExplicit,Dance,1
2807,I Don't Know About You (feat. Chris Montgomery) - Single,Lane Johnson,notExplicit,Country,1
2808,Silver Dollar Saloon (feat. Gary Lane & Chris Beckett),The Sandpipers,notExplicit,Country,20
2809,Passing Lane,Chris Peters,notExplicit,Alternative,9
2810,The December Tapes,Chris Lane 108,notExplicit,World,5
2811,Lane Switch (feat. Royry & Chris Cash) - Single,Alias Music Group,explicit,Hip-Hop/Rap,1
2812,Stay out My Mutha Fuc$in Lane (feat. Chris Rivers & Pretty Lyon) - Single,DJ Playette,explicit,Hip-Hop/Rap,1
2813,Oregon Music Educator’s Conference 2005 All-State Jazz Band Lane Community College Spectrum Vocal Jazz,"All-State Jazz Band, Lane Community College Spectrum Vocal Jazz, Chris Vadala & Kimberly McConnell",notExplicit,Jazz,12
2814,Young Tonight (feat. Chris Ritter) - Single,J. Lane,notExplicit,Pop,1
2815,Memory Lane - Single,Chris Fyfe,notExplicit,Country,1
2816,I Got Mugged on Memory Lane - Single,Chris Hardy World,notExplicit,Rock,1
2817,The Fast Lane - Single,Chris Cockerill,notExplicit,Dance,1
2818,Stay in Yo Lane - Single,Chris Tate,explicit,Hip-Hop/Rap,1
2819,The Fast Lane - Single,Chris Cockerill,notExplicit,Dance,2
2820,My Lane - Single,G3 Chris,explicit,Hip-Hop/Rap,1
2821,Up to We - Single,Chris R Lane,notExplicit,Pop,1
2822,That's News - Single,Chris R. Lane,notExplicit,Rock,1
2823,"Dance, The Sun - Single",Chris R Lane,notExplicit,Alternative Folk,1
2824,Didn't Think I Knew Her - Single,Chris R Lane,notExplicit,Rock,1
2825,High Road - Single,Chris R Lane,notExplicit,Alternative Folk,1
2826,All Time Greatest Hits,Lynyrd Skynyrd,notExplicit,Rock,14
2827,20th Century Masters: The Millennium Collection: Best of Lynyrd Syknyrd,Lynyrd Skynyrd,notExplicit,Rock,10
2828,Pronounced Leh-Nerd Skin-Nerd,Lynyrd Skynyrd,notExplicit,Rock,8
2829,Skynyrd's Innyrds: Greatest Hits (Reissue),Lynyrd Skynyrd,notExplicit,Rock,13
2830,The Essential Lynyrd Skynyrd,Lynyrd Skynyrd,notExplicit,Rock,25
2831,Second Helping (Remastered),Lynyrd Skynyrd,notExplicit,Pop,11
2832,God & Guns (Special Edition),Lynyrd Skynyrd,notExplicit,Rock,18
2833,Skynyrd's First: The Complete Muscle Shoals Album,Lynyrd Skynyrd,notExplicit,Rock,17
2834,Best Of,Lynyrd Skynyrd,notExplicit,Rock,12
2835,Vicious Cycle,Lynyrd Skynyrd,notExplicit,Rock,15
2836,Second Helping,Lynyrd Skynyrd,notExplicit,Rock,8
2837,Last of a Dyin' Breed (Special Edition),Lynyrd Skynyrd,notExplicit,Rock,15
2838,Gimme Back My Bullets,Lynyrd Skynyrd,notExplicit,Rock,9
2839,Nuthin' Fancy,Lynyrd Skynyrd,notExplicit,Rock,8
2840,God & Guns,Lynyrd Skynyrd,notExplicit,Rock,12
2841,One More from the Road (Deluxe Edition) [Live],Lynyrd Skynyrd,notExplicit,Rock,24
2842,Legend,Lynyrd Skynyrd,notExplicit,Rock,9
2843,One More for the Fans (Live),Lynyrd Skynyrd,notExplicit,Rock,19
2844,The Last Rebel,Lynyrd Skynyrd,notExplicit,Rock,10
2845,Lyve: The Vicious Cycle Tour (Live),Lynyrd Skynyrd,notExplicit,Rock,19
2846,Christmas Time Again,Lynyrd Skynyrd,notExplicit,Holiday,11
2847,Still Unbroken - Single,Lynyrd Skynyrd,notExplicit,Rock,1
2848,Street Survivors,Lynyrd Skynyrd,notExplicit,Rock,8
2849,Street Survivors (Bonus Track Version),Lynyrd Skynyrd,notExplicit,Rock,13
2850,Edge of Forever,Lynyrd Skynyrd,notExplicit,Rock,12
2851,Twenty,Lynyrd Skynyrd,notExplicit,Rock,12
2852,Live In Atlantic City,Lynyrd Skynyrd,notExplicit,Rock,13
2853,Simple Life - Single,Lynyrd Skynyrd,notExplicit,Rock,1
2854,Last of a Dyin' Breed,Lynyrd Skynyrd,notExplicit,Rock,11
2855,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,notExplicit,Rock,8
2856,Skynyrd Nation,Lynyrd Skynyrd,notExplicit,Rock,10
2857,Endangered Species,Lynyrd Skynyrd,notExplicit,Rock,13
2858,Perfect Ten,Mustard,explicit,Hip-Hop/Rap,10
2859,Pure Water - Single,Mustard & Migos,explicit,Hip-Hop/Rap,1
2860,10 Summers,Mustard,explicit,Hip-Hop/Rap,12
2861,Cold Summer,Mustard,explicit,Hip-Hop/Rap,13
2862,Pure Water - Single,Mustard & Migos,cleaned,Hip-Hop/Rap,1
2863,Throw It Up - Single,Tyga & Mustard,explicit,Hip-Hop/Rap,2
2864,The Ghetto,RJmrLA & Mustard,explicit,Hip-Hop/Rap,11
2865,Perfect Ten,Mustard,cleaned,Hip-Hop/Rap,10
2866,This D - Single,TeeFLii & Mustard,cleaned,Hip-Hop/Rap,1
2867,Anywhere - Single,Mustard & Nick Jonas,notExplicit,Pop,1
2868,10 Summers,Mustard,cleaned,Hip-Hop/Rap,12
2869,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill) - Single",Mustard,explicit,Hip-Hop/Rap,1
2870,Dangerous World (feat. Travis Scott & YG) - Single,Mustard,explicit,Hip-Hop/Rap,1
2871,In My Room (Remixes) - EP,Mustard & Yellow Claw,notExplicit,Electronic,4
2872,This D - Single,TeeFLii & Mustard,explicit,Hip-Hop/Rap,1
2873,Whole Lotta Lovin' - Single,Mustard & Travis Scott,explicit,Hip-Hop/Rap,1
2874,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill) - Single",Mustard,cleaned,Hip-Hop/Rap,1
2875,Money (feat. TeeCee4800) - Single,Mustard,explicit,Hip-Hop/Rap,1
2876,Don't Hurt Me - Single,"Mustard, Nicki Minaj & Jeremih",explicit,Hip-Hop/Rap,1
2877,"No Reason (feat. YG, Jeezy & RJ) - Single",Mustard & Nipsey Hussle,explicit,Hip-Hop/Rap,1
2878,Want Her (feat. Quavo & YG) - Single,Mustard,explicit,Hip-Hop/Rap,1
2879,Low Low (feat. TeeCee & Rj) - Single,Mustard & Nipsey Hussle,explicit,Hip-Hop/Rap,1
2880,"On GOD (feat. A$AP Ferg, YG & A$AP Rocky) - Single",Mustard & Tyga,cleaned,Hip-Hop/Rap,1
2881,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix] - Single",Ty Dolla $ign,explicit,Hip-Hop,1
2882,Want Her (feat. Quavo & YG) - Single,Mustard,cleaned,Hip-Hop/Rap,1
2883,"Vato (feat. Jeezy, Que & YG) - Single",Mustard,explicit,Hip-Hop/Rap,1
2884,In the Dark - EP,Mustard,notExplicit,Rock,6
2885,The Ghetto,Mustard & RJmrLA,cleaned,Hip-Hop/Rap,11
2886,Cold Summer,Mustard,cleaned,Hip-Hop/Rap,13
2887,Mustard - EP,Mustard,notExplicit,Adult Contemporary,6
2888,Masterpieces: 1991-2002,Mustard Plug,notExplicit,Alternative,19
2889,Electra Glide,Mustard,notExplicit,Rock,13
2890,10 Summers,Mustard,explicit,Hip-Hop/Rap,12
2891,Mustard,The Hong Kong Sleepover,notExplicit,Rock,10
2892,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix] - Single",Ty Dolla $ign,cleaned,Hip-Hop,1
2893,In Black and White,Mustard Plug,notExplicit,Alternative,13
2894,Daniel Mustard EP,Daniel Mustard,notExplicit,Singer/Songwriter,5
2895,Evildoers Beware!,Mustard Plug,notExplicit,Alternative,12
2896,Sail On Sailor,Mustard Seed Faith,notExplicit,Christian & Gospel,10
2897,Fragments of Bone - EP,Daniel Mustard,explicit,Singer/Songwriter,6
2898,Dopeman,Max B & Mak Mustard,explicit,Hip-Hop/Rap,26
2899,No Title or Purpose (Deluxe Edition),Mustard Pimp,explicit,Dance,31
2900,Whole Lotta Lovin' - Single,Mustard & Travis Scott,cleaned,Hip-Hop/Rap,1
2901,Don't Hurt Me - Single,"Mustard, Nicki Minaj & Jeremih",cleaned,Hip-Hop/Rap,1
2902,Back to Back,Mustard's Retreat,notExplicit,Singer/Songwriter,21
2903,Whole Lotta Lovin' (Le Boeuf Remix) - Single,Mustard & Travis Scott,explicit,Dance,1
2904,Whole Lotta Lovin' (Grandtheft Remix) - Single,Mustard & Travis Scott,explicit,Dance,3
2905,Whole Lotta Lovin' (LeMarquis Remix) - Single,Mustard & Travis Scott,explicit,Dance,1
2906,Whole Lotta Lovin' (Bad Royale Remix) - Single,Mustard & Travis Scott,explicit,Dance,1
2907,Whole Lotta Lovin' (With You Remix) - Single,Mustard & Travis Scott,cleaned,Dance,1
2908,We Are Not Your Kind,Slipknot,explicit,Metal,14
2909,.5: The Gray Chapter (Special Edition),Slipknot,explicit,Metal,16
2910,Iowa,Slipknot,explicit,Metal,14
2911,Slipknot,Slipknot,explicit,Metal,15
2912,Vol. 3 The Subliminal Verses,Slipknot,explicit,Metal,14
2913,All Hope Is Gone,Slipknot,explicit,Metal,12
2914,The Studio Album Collection 1999 - 2008,Slipknot,explicit,Metal,55
2915,9.0 Live,Slipknot,explicit,Metal,24
2916,.5: The Gray Chapter,Slipknot,explicit,Metal,14
2917,Slipknot (Deluxe Version),Slipknot,explicit,Metal,25
2918,Iowa (Deluxe),Slipknot,explicit,Metal,33
2919,Vol. 3 The Subliminal Verses (Deluxe),Slipknot,explicit,Metal,22
2920,Antennas To Hell,Slipknot,explicit,Metal,19
2921,Antennas To Hell (Deluxe),Slipknot,explicit,Metal,36
2922,All Hope Is Gone (Deluxe),Slipknot,explicit,Metal,15
2923,All Out Life - Single,Slipknot,explicit,Metal,1
2924,.5: The Gray Chapter,Slipknot,cleaned,Metal,14
2925,All Hope Is Gone (10th Anniversary),Slipknot,explicit,Metal,28
2926,Slipknot - EP,Slipknot,notExplicit,Alternative,6
2927,Day of the Gusano (Live),Slipknot,explicit,Metal,17
2928,Dead Memories - Single,Slipknot,notExplicit,Metal,2
2929,Sulfur - Single,Slipknot,notExplicit,Metal,2
2930,The Scorched Earth Orchestra Performs Slipknot,The Scorched Earth Orchestra,notExplicit,Rock,10
